,EDAD,CLUSTER,SEXO,COUNT,SEMANA
3763,59,Pasos,F,624,35
3764,59,Pasos,F,678,36
3765,59,Pasos,F,685,37
3766,59,Pasos,F,157,38
3767,59,Pasos,M,348,35
3768,59,Pasos,M,385,36
3769,59,Pasos,M,430,37
3770,59,Pasos,M,76,38
3771,59,Permisos,F,11,35
3772,59,Permisos,F,18,36
3773,59,Permisos,F,18,37
3774,59,Permisos,F,1,38
3775,59,Permisos,M,14,35
3776,59,Permisos,M,21,36
3777,59,Permisos,M,15,37
3778,59,Permisos,M,5,38
3779,59,Retiro,F,89,35
3780,59,Retiro,F,99,36
3781,59,Retiro,F,114,37
3782,59,Retiro,F,24,38
3783,59,Retiro,M,51,35
3784,59,Retiro,M,72,36
3785,59,Retiro,M,66,37
3786,59,Retiro,M,14,38
3787,59,Servicios,F,161,35
3788,59,Servicios,F,183,36
3789,59,Servicios,F,192,37
3790,59,Servicios,F,40,38
3791,59,Servicios,M,136,35
3792,59,Servicios,M,160,36
3793,59,Servicios,M,193,37
3794,59,Servicios,M,38,38
3795,59,Transferencias,F,1463,35
3796,59,Transferencias,F,1587,36
3797,59,Transferencias,F,1611,37
3798,59,Transferencias,F,290,38
3799,59,Transferencias,M,853,35
3800,59,Transferencias,M,955,36
3801,59,Transferencias,M,1004,37
3802,59,Transferencias,M,210,38
3803,60,Administracion,F,4698,35
3804,60,Administracion,F,5061,36
3805,60,Administracion,F,5225,37
3806,60,Administracion,F,1571,38
3807,60,Administracion,M,4018,35
3808,60,Administracion,M,4377,36
3809,60,Administracion,M,4624,37
3810,60,Administracion,M,1438,38
3811,60,Consulta,F,7787,35
3812,60,Consulta,F,8415,36
3813,60,Consulta,F,8742,37
3814,60,Consulta,F,2397,38
3815,60,Consulta,M,6246,35
3816,60,Consulta,M,6891,36
3817,60,Consulta,M,7192,37
3818,60,Consulta,M,2061,38
3819,60,Contacto,F,9,35
3820,60,Contacto,F,21,36
3821,60,Contacto,F,8,37
3822,60,Contacto,F,4,38
3823,60,Contacto,M,11,35
3824,60,Contacto,M,18,36
3825,60,Contacto,M,15,37
3826,60,Contacto,M,1,38
3827,60,Creacion de usuario,F,13,35
3828,60,Creacion de usuario,F,19,36
3829,60,Creacion de usuario,F,11,37
3830,60,Creacion de usuario,F,2,38
3831,60,Creacion de usuario,M,5,35
3832,60,Creacion de usuario,M,16,36
3833,60,Creacion de usuario,M,10,37
3834,60,Creacion de usuario,M,1,38
3835,60,Pagos,F,170,35
3836,60,Pagos,F,186,36
3837,60,Pagos,F,195,37
3838,60,Pagos,F,27,38
3839,60,Pagos,M,115,35
3840,60,Pagos,M,138,36
3841,60,Pagos,M,136,37
3842,60,Pagos,M,33,38
3843,60,Pasos,F,570,35
3844,60,Pasos,F,624,36
3845,60,Pasos,F,665,37
3846,60,Pasos,F,150,38
3847,60,Pasos,M,311,35
3848,60,Pasos,M,368,36
3849,60,Pasos,M,381,37
3850,60,Pasos,M,81,38
3851,60,Permisos,F,12,35
3852,60,Permisos,F,19,36
3853,60,Permisos,F,15,37
3854,60,Permisos,M,10,35
3855,60,Permisos,M,19,36
3856,60,Permisos,M,19,37
3857,60,Permisos,M,2,38
3858,60,Retiro,F,70,35
3859,60,Retiro,F,83,36
3860,60,Retiro,F,90,37
3861,60,Retiro,F,19,38
3862,60,Retiro,M,50,35
3863,60,Retiro,M,63,36
3864,60,Retiro,M,65,37
3865,60,Retiro,M,12,38
3866,60,Servicios,F,134,35
3867,60,Servicios,F,189,36
3868,60,Servicios,F,177,37
3869,60,Servicios,F,39,38
3870,60,Servicios,M,101,35
3871,60,Servicios,M,145,36
3872,60,Servicios,M,166,37
3873,60,Servicios,M,33,38
3874,60,Transferencias,F,1302,35
3875,60,Transferencias,F,1376,36
3876,60,Transferencias,F,1438,37
3877,60,Transferencias,F,274,38
3878,60,Transferencias,M,837,35
3879,60,Transferencias,M,918,36
3880,60,Transferencias,M,931,37
3881,60,Transferencias,M,186,38
3882,61,Administracion,F,4542,35
3883,61,Administracion,F,4706,36
3884,61,Administracion,F,4810,37
3885,61,Administracion,F,1451,38
3886,61,Administracion,M,3895,35
3887,61,Administracion,M,4164,36
3888,61,Administracion,M,4238,37
3889,61,Administracion,M,1274,38
3890,61,Consulta,F,7447,35
3891,61,Consulta,F,7849,36
3892,61,Consulta,F,7965,37
3893,61,Consulta,F,2183,38
3894,61,Consulta,M,6078,35
3895,61,Consulta,M,6462,36
3896,61,Consulta,M,6587,37
3897,61,Consulta,M,1804,38
3898,61,Contacto,F,8,35
3899,61,Contacto,F,13,36
3900,61,Contacto,F,12,37
3901,61,Contacto,F,4,38
3902,61,Contacto,M,12,35
3903,61,Contacto,M,11,36
3904,61,Contacto,M,9,37
3905,61,Contacto,M,2,38
3906,61,Creacion de usuario,F,15,35
3907,61,Creacion de usuario,F,24,36
3908,61,Creacion de usuario,F,14,37
3909,61,Creacion de usuario,M,9,35
3910,61,Creacion de usuario,M,13,36
3911,61,Creacion de usuario,M,8,37
3912,61,Creacion de usuario,M,3,38
3913,61,Pagos,F,188,35
3914,61,Pagos,F,144,36
3915,61,Pagos,F,147,37
3916,61,Pagos,F,33,38
3917,61,Pagos,M,131,35
3918,61,Pagos,M,128,36
3919,61,Pagos,M,115,37
3920,61,Pagos,M,23,38
3921,61,Pasos,F,490,35
3922,61,Pasos,F,559,36
3923,61,Pasos,F,589,37
3924,61,Pasos,F,119,38
3925,61,Pasos,M,322,35
3926,61,Pasos,M,341,36
3927,61,Pasos,M,356,37
3928,61,Pasos,M,76,38
3929,61,Permisos,F,8,35
3930,61,Permisos,F,8,36
3931,61,Permisos,F,15,37
3932,61,Permisos,F,2,38
3933,61,Permisos,M,11,35
3934,61,Permisos,M,15,36
3935,61,Permisos,M,20,37
3936,61,Permisos,M,1,38
3937,61,Retiro,F,79,35
3938,61,Retiro,F,86,36
3939,61,Retiro,F,91,37
3940,61,Retiro,F,17,38
3941,61,Retiro,M,56,35
3942,61,Retiro,M,53,36
3943,61,Retiro,M,58,37
3944,61,Retiro,M,9,38
3945,61,Servicios,F,111,35
3946,61,Servicios,F,154,36
3947,61,Servicios,F,161,37
3948,61,Servicios,F,31,38
3949,61,Servicios,M,92,35
3950,61,Servicios,M,130,36
3951,61,Servicios,M,152,37
3952,61,Servicios,M,27,38
3953,61,Transferencias,F,1191,35
3954,61,Transferencias,F,1315,36
3955,61,Transferencias,F,1302,37
3956,61,Transferencias,F,244,38
3957,61,Transferencias,M,832,35
3958,61,Transferencias,M,814,36
3959,61,Transferencias,M,852,37
3960,61,Transferencias,M,160,38
3961,62,Administracion,F,4021,35
3962,62,Administracion,F,4244,36
3963,62,Administracion,F,4189,37
3964,62,Administracion,F,1202,38
3965,62,Administracion,M,3701,35
3966,62,Administracion,M,3846,36
3967,62,Administracion,M,3874,37
3968,62,Administracion,M,1160,38
3969,62,Consulta,F,6603,35
3970,62,Consulta,F,7010,36
3971,62,Consulta,F,6849,37
3972,62,Consulta,F,1766,38
3973,62,Consulta,M,5710,35
3974,62,Consulta,M,5949,36
3975,62,Consulta,M,5907,37
3976,62,Consulta,M,1623,38
3977,62,Contacto,F,9,35
3978,62,Contacto,F,12,36
3979,62,Contacto,F,9,37
3980,62,Contacto,F,6,38
3981,62,Contacto,M,11,35
3982,62,Contacto,M,14,36
3983,62,Contacto,M,10,37
3984,62,Contacto,M,1,38
3985,62,Creacion de usuario,F,8,35
3986,62,Creacion de usuario,F,6,36
3987,62,Creacion de usuario,F,18,37
3988,62,Creacion de usuario,F,2,38
3989,62,Creacion de usuario,M,7,35
3990,62,Creacion de usuario,M,2,36
3991,62,Creacion de usuario,M,11,37
3992,62,Creacion de usuario,M,1,38
3993,62,Pagos,F,140,35
3994,62,Pagos,F,116,36
3995,62,Pagos,F,137,37
3996,62,Pagos,F,27,38
3997,62,Pagos,M,99,35
3998,62,Pagos,M,109,36
3999,62,Pagos,M,103,37
4000,62,Pagos,M,34,38
4001,62,Pasos,F,448,35
4002,62,Pasos,F,484,36
4003,62,Pasos,F,471,37
4004,62,Pasos,F,96,38
4005,62,Pasos,M,270,35
4006,62,Pasos,M,267,36
4007,62,Pasos,M,275,37
4008,62,Pasos,M,58,38
4009,62,Permisos,F,14,35
4010,62,Permisos,F,12,36
4011,62,Permisos,F,15,37
4012,62,Permisos,M,15,35
4013,62,Permisos,M,11,36
4014,62,Permisos,M,12,37
4015,62,Permisos,M,1,38
4016,62,Retiro,F,66,35
4017,62,Retiro,F,67,36
4018,62,Retiro,F,75,37
4019,62,Retiro,F,12,38
4020,62,Retiro,M,56,35
4021,62,Retiro,M,59,36
4022,62,Retiro,M,56,37
4023,62,Retiro,M,11,38
4024,62,Servicios,F,85,35
4025,62,Servicios,F,127,36
4026,62,Servicios,F,129,37
4027,62,Servicios,F,21,38
4028,62,Servicios,M,90,35
4029,62,Servicios,M,114,36
4030,62,Servicios,M,116,37
4031,62,Servicios,M,18,38
4032,62,Transferencias,F,1101,35
4033,62,Transferencias,F,1168,36
4034,62,Transferencias,F,1102,37
4035,62,Transferencias,F,193,38
4036,62,Transferencias,M,749,35
4037,62,Transferencias,M,754,36
4038,62,Transferencias,M,742,37
4039,62,Transferencias,M,128,38
4040,63,Administracion,F,3602,35
4041,63,Administracion,F,3805,36
4042,63,Administracion,F,3654,37
4043,63,Administracion,F,1036,38
4044,63,Administracion,M,3357,35
4045,63,Administracion,M,3492,36
4046,63,Administracion,M,3439,37
4047,63,Administracion,M,965,38
4048,63,Consulta,F,5896,35
4049,63,Consulta,F,6157,36
4050,63,Consulta,F,5933,37
4051,63,Consulta,F,1619,38
4052,63,Consulta,M,5130,35
4053,63,Consulta,M,5378,36
4054,63,Consulta,M,5343,37
4055,63,Consulta,M,1380,38
4056,63,Contacto,F,4,35
4057,63,Contacto,F,11,36
4058,63,Contacto,F,6,37
4059,63,Contacto,F,1,38
4060,63,Contacto,M,9,35
4061,63,Contacto,M,7,36
4062,63,Contacto,M,13,37
4063,63,Contacto,M,2,38
4064,63,Creacion de usuario,F,10,35
4065,63,Creacion de usuario,F,14,36
4066,63,Creacion de usuario,F,12,37
4067,63,Creacion de usuario,F,3,38
4068,63,Creacion de usuario,M,9,35
4069,63,Creacion de usuario,M,13,36
4070,63,Creacion de usuario,M,4,37
4071,63,Creacion de usuario,M,3,38
4072,63,Pagos,F,153,35
4073,63,Pagos,F,125,36
4074,63,Pagos,F,134,37
4075,63,Pagos,F,27,38
4076,63,Pagos,M,93,35
4077,63,Pagos,M,105,36
4078,63,Pagos,M,121,37
4079,63,Pagos,M,21,38
4080,63,Pasos,F,375,35
4081,63,Pasos,F,394,36
4082,63,Pasos,F,396,37
4083,63,Pasos,F,108,38
4084,63,Pasos,M,248,35
4085,63,Pasos,M,253,36
4086,63,Pasos,M,263,37
4087,63,Pasos,M,48,38
4088,63,Permisos,F,10,35
4089,63,Permisos,F,9,36
4090,63,Permisos,F,12,37
4091,63,Permisos,F,1,38
4092,63,Permisos,M,19,35
4093,63,Permisos,M,8,36
4094,63,Permisos,M,12,37
4095,63,Retiro,F,61,35
4096,63,Retiro,F,62,36
4097,63,Retiro,F,62,37
4098,63,Retiro,F,15,38
4099,63,Retiro,M,51,35
4100,63,Retiro,M,53,36
4101,63,Retiro,M,59,37
4102,63,Retiro,M,12,38
4103,63,Servicios,F,89,35
4104,63,Servicios,F,92,36
4105,63,Servicios,F,83,37
4106,63,Servicios,F,26,38
4107,63,Servicios,M,89,35
4108,63,Servicios,M,103,36
4109,63,Servicios,M,104,37
4110,63,Servicios,M,18,38
4111,63,Transferencias,F,975,35
4112,63,Transferencias,F,967,36
4113,63,Transferencias,F,954,37
4114,63,Transferencias,F,196,38
4115,63,Transferencias,M,678,35
4116,63,Transferencias,M,694,36
4117,63,Transferencias,M,665,37
4118,63,Transferencias,M,122,38
4119,64,Administracion,F,3179,35
4120,64,Administracion,F,3430,36
4121,64,Administracion,F,3281,37
4122,64,Administracion,F,863,38
4123,64,Administracion,M,3162,35
4124,64,Administracion,M,3292,36
4125,64,Administracion,M,3172,37
4126,64,Administracion,M,923,38
4127,64,Consulta,F,5164,35
4128,64,Consulta,F,5624,36
4129,64,Consulta,F,5308,37
4130,64,Consulta,F,1298,38
4131,64,Consulta,M,4869,35
4132,64,Consulta,M,5077,36
4133,64,Consulta,M,4803,37
4134,64,Consulta,M,1318,38
4135,64,Contacto,F,8,35
4136,64,Contacto,F,8,36
4137,64,Contacto,F,11,37
4138,64,Contacto,F,2,38
4139,64,Contacto,M,15,35
4140,64,Contacto,M,16,36
4141,64,Contacto,M,5,37
4142,64,Contacto,M,2,38
4143,64,Creacion de usuario,F,10,35
4144,64,Creacion de usuario,F,10,36
4145,64,Creacion de usuario,F,10,37
4146,64,Creacion de usuario,F,1,38
4147,64,Creacion de usuario,M,7,35
4148,64,Creacion de usuario,M,8,36
4149,64,Creacion de usuario,M,6,37
4150,64,Pagos,F,111,35
4151,64,Pagos,F,112,36
4152,64,Pagos,F,103,37
4153,64,Pagos,F,12,38
4154,64,Pagos,M,104,35
4155,64,Pagos,M,109,36
4156,64,Pagos,M,97,37
4157,64,Pagos,M,19,38
4158,64,Pasos,F,327,35
4159,64,Pasos,F,369,36
4160,64,Pasos,F,353,37
4161,64,Pasos,F,76,38
4162,64,Pasos,M,228,35
4163,64,Pasos,M,215,36
4164,64,Pasos,M,210,37
4165,64,Pasos,M,64,38
4166,64,Permisos,F,11,35
4167,64,Permisos,F,5,36
4168,64,Permisos,F,11,37
4169,64,Permisos,F,1,38
4170,64,Permisos,M,15,35
4171,64,Permisos,M,13,36
4172,64,Permisos,M,11,37
4173,64,Permisos,M,2,38
4174,64,Retiro,F,60,35
4175,64,Retiro,F,76,36
4176,64,Retiro,F,78,37
4177,64,Retiro,F,19,38
4178,64,Retiro,M,50,35
4179,64,Retiro,M,45,36
4180,64,Retiro,M,59,37
4181,64,Retiro,M,9,38
4182,64,Servicios,F,69,35
4183,64,Servicios,F,88,36
4184,64,Servicios,F,90,37
4185,64,Servicios,F,21,38
4186,64,Servicios,M,75,35
4187,64,Servicios,M,86,36
4188,64,Servicios,M,105,37
4189,64,Servicios,M,14,38
4190,64,Transferencias,F,872,35
4191,64,Transferencias,F,920,36
4192,64,Transferencias,F,810,37
4193,64,Transferencias,F,159,38
4194,64,Transferencias,M,640,35
4195,64,Transferencias,M,649,36
4196,64,Transferencias,M,574,37
4197,64,Transferencias,M,127,38
4198,65,Administracion,F,3050,35
4199,65,Administracion,F,3146,36
4200,65,Administracion,F,2917,37
4201,65,Administracion,F,799,38
4202,65,Administracion,M,3038,35
4203,65,Administracion,M,3179,36
4204,65,Administracion,M,2906,37
4205,65,Administracion,M,852,38
4206,65,Consulta,F,4881,35
4207,65,Consulta,F,5108,36
4208,65,Consulta,F,4645,37
4209,65,Consulta,F,1199,38
4210,65,Consulta,M,4603,35
4211,65,Consulta,M,4871,36
4212,65,Consulta,M,4358,37
4213,65,Consulta,M,1182,38
4214,65,Contacto,F,4,35
4215,65,Contacto,F,7,36
4216,65,Contacto,F,5,37
4217,65,Contacto,F,4,38
4218,65,Contacto,M,13,35
4219,65,Contacto,M,11,36
4220,65,Contacto,M,8,37
4221,65,Creacion de usuario,F,7,35
4222,65,Creacion de usuario,F,11,36
4223,65,Creacion de usuario,F,13,37
4224,65,Creacion de usuario,F,4,38
4225,65,Creacion de usuario,M,2,35
4226,65,Creacion de usuario,M,8,36
4227,65,Creacion de usuario,M,6,37
4228,65,Pagos,F,105,35
4229,65,Pagos,F,108,36
4230,65,Pagos,F,81,37
4231,65,Pagos,F,16,38
4232,65,Pagos,M,88,35
4233,65,Pagos,M,81,36
4234,65,Pagos,M,79,37
4235,65,Pagos,M,11,38
4236,65,Pasos,F,289,35
4237,65,Pasos,F,338,36
4238,65,Pasos,F,272,37
4239,65,Pasos,F,65,38
4240,65,Pasos,M,202,35
4241,65,Pasos,M,240,36
4242,65,Pasos,M,194,37
4243,65,Pasos,M,45,38
4244,65,Permisos,F,7,35
4245,65,Permisos,F,9,36
4246,65,Permisos,F,11,37
4247,65,Permisos,M,6,35
4248,65,Permisos,M,15,36
4249,65,Permisos,M,7,37
4250,65,Retiro,F,50,35
4251,65,Retiro,F,59,36
4252,65,Retiro,F,57,37
4253,65,Retiro,F,8,38
4254,65,Retiro,M,50,35
4255,65,Retiro,M,52,36
4256,65,Retiro,M,55,37
4257,65,Retiro,M,9,38
4258,65,Servicios,F,62,35
4259,65,Servicios,F,80,36
4260,65,Servicios,F,72,37
4261,65,Servicios,F,16,38
4262,65,Servicios,M,58,35
4263,65,Servicios,M,99,36
4264,65,Servicios,M,79,37
4265,65,Servicios,M,14,38
4266,65,Transferencias,F,776,35
4267,65,Transferencias,F,828,36
4268,65,Transferencias,F,702,37
4269,65,Transferencias,F,149,38
4270,65,Transferencias,M,599,35
4271,65,Transferencias,M,602,36
4272,65,Transferencias,M,521,37
4273,65,Transferencias,M,97,38
4274,66,Administracion,F,2688,35
4275,66,Administracion,F,2871,36
4276,66,Administracion,F,2503,37
4277,66,Administracion,F,741,38
4278,66,Administracion,M,2836,35
4279,66,Administracion,M,2901,36
4280,66,Administracion,M,2676,37
4281,66,Administracion,M,793,38
4282,66,Consulta,F,4292,35
4283,66,Consulta,F,4602,36
4284,66,Consulta,F,4001,37
4285,66,Consulta,F,1076,38
4286,66,Consulta,M,4342,35
4287,66,Consulta,M,4468,36
4288,66,Consulta,M,4090,37
4289,66,Consulta,M,1094,38
4290,66,Contacto,F,7,35
4291,66,Contacto,F,7,36
4292,66,Contacto,F,4,37
4293,66,Contacto,F,1,38
4294,66,Contacto,M,3,35
4295,66,Contacto,M,10,36
4296,66,Contacto,M,7,37
4297,66,Creacion de usuario,F,12,35
4298,66,Creacion de usuario,F,6,36
4299,66,Creacion de usuario,F,9,37
4300,66,Creacion de usuario,F,2,38
4301,66,Creacion de usuario,M,5,35
4302,66,Creacion de usuario,M,6,36
4303,66,Creacion de usuario,M,11,37
4304,66,Pagos,F,93,35
4305,66,Pagos,F,79,36
4306,66,Pagos,F,69,37
4307,66,Pagos,F,12,38
4308,66,Pagos,M,92,35
4309,66,Pagos,M,77,36
4310,66,Pagos,M,82,37
4311,66,Pagos,M,17,38
4312,66,Pasos,F,254,35
4313,66,Pasos,F,305,36
4314,66,Pasos,F,261,37
4315,66,Pasos,F,55,38
4316,66,Pasos,M,199,35
4317,66,Pasos,M,211,36
4318,66,Pasos,M,183,37
4319,66,Pasos,M,37,38
4320,66,Permisos,F,5,35
4321,66,Permisos,F,5,36
4322,66,Permisos,F,6,37
4323,66,Permisos,M,13,35
4324,66,Permisos,M,9,36
4325,66,Permisos,M,9,37
4326,66,Retiro,F,47,35
4327,66,Retiro,F,67,36
4328,66,Retiro,F,55,37
4329,66,Retiro,F,8,38
4330,66,Retiro,M,50,35
4331,66,Retiro,M,56,36
4332,66,Retiro,M,42,37
4333,66,Retiro,M,12,38
4334,66,Servicios,F,40,35
4335,66,Servicios,F,67,36
4336,66,Servicios,F,51,37
4337,66,Servicios,F,14,38
4338,66,Servicios,M,58,35
4339,66,Servicios,M,64,36
4340,66,Servicios,M,94,37
4341,66,Servicios,M,18,38
4342,66,Transferencias,F,714,35
4343,66,Transferencias,F,746,36
4344,66,Transferencias,F,644,37
4345,66,Transferencias,F,120,38
4346,66,Transferencias,M,585,35
4347,66,Transferencias,M,612,36
4348,66,Transferencias,M,515,37
4349,66,Transferencias,M,80,38
4350,67,Administracion,F,2608,35
4351,67,Administracion,F,2607,36
4352,67,Administracion,F,2318,37
4353,67,Administracion,F,645,38
4354,67,Administracion,M,2563,35
4355,67,Administracion,M,2583,36
4356,67,Administracion,M,2250,37
4357,67,Administracion,M,782,38
4358,67,Consulta,F,4075,35
4359,67,Consulta,F,4132,36
4360,67,Consulta,F,3597,37
4361,67,Consulta,F,950,38
4362,67,Consulta,M,3892,35
4363,67,Consulta,M,3946,36
4364,67,Consulta,M,3421,37
4365,67,Consulta,M,1091,38
4366,67,Contacto,F,8,35
4367,67,Contacto,F,11,36
4368,67,Contacto,F,3,37
4369,67,Contacto,M,5,35
4370,67,Contacto,M,7,36
4371,67,Contacto,M,5,37
4372,67,Contacto,M,1,38
4373,67,Creacion de usuario,F,2,35
4374,67,Creacion de usuario,F,9,36
4375,67,Creacion de usuario,F,4,37
4376,67,Creacion de usuario,F,1,38
4377,67,Creacion de usuario,M,6,35
4378,67,Creacion de usuario,M,7,36
4379,67,Creacion de usuario,M,7,37
4380,67,Creacion de usuario,M,2,38
4381,67,Pagos,F,80,35
4382,67,Pagos,F,74,36
4383,67,Pagos,F,54,37
4384,67,Pagos,F,13,38
4385,67,Pagos,M,60,35
4386,67,Pagos,M,69,36
4387,67,Pagos,M,59,37
4388,67,Pagos,M,11,38
4389,67,Pasos,F,232,35
4390,67,Pasos,F,251,36
4391,67,Pasos,F,211,37
4392,67,Pasos,F,52,38
4393,67,Pasos,M,174,35
4394,67,Pasos,M,187,36
4395,67,Pasos,M,150,37
4396,67,Pasos,M,44,38
4397,67,Permisos,F,5,35
4398,67,Permisos,F,10,36
4399,67,Permisos,F,5,37
4400,67,Permisos,M,11,35
4401,67,Permisos,M,14,36
4402,67,Permisos,M,9,37
4403,67,Retiro,F,43,35
4404,67,Retiro,F,48,36
4405,67,Retiro,F,49,37
4406,67,Retiro,F,11,38
4407,67,Retiro,M,47,35
4408,67,Retiro,M,51,36
4409,67,Retiro,M,37,37
4410,67,Retiro,M,7,38
4411,67,Servicios,F,39,35
4412,67,Servicios,F,65,36
4413,67,Servicios,F,50,37
4414,67,Servicios,F,16,38
4415,67,Servicios,M,46,35
4416,67,Servicios,M,66,36
4417,67,Servicios,M,61,37
4418,67,Servicios,M,15,38
4419,67,Transferencias,F,640,35
4420,67,Transferencias,F,655,36
4421,67,Transferencias,F,555,37
4422,67,Transferencias,F,102,38
4423,67,Transferencias,M,550,35
4424,67,Transferencias,M,512,36
4425,67,Transferencias,M,430,37
4426,67,Transferencias,M,98,38
4427,68,Administracion,F,2241,35
4428,68,Administracion,F,2407,36
4429,68,Administracion,F,2002,37
4430,68,Administracion,F,598,38
4431,68,Administracion,M,2308,35
4432,68,Administracion,M,2343,36
4433,68,Administracion,M,2022,37
4434,68,Administracion,M,566,38
4435,68,Consulta,F,3521,35
4436,68,Consulta,F,3765,36
4437,68,Consulta,F,3156,37
4438,68,Consulta,F,901,38
4439,68,Consulta,M,3453,35
4440,68,Consulta,M,3574,36
4441,68,Consulta,M,3002,37
4442,68,Consulta,M,788,38
4443,68,Contacto,F,4,35
4444,68,Contacto,F,7,36
4445,68,Contacto,F,7,37
4446,68,Contacto,F,1,38
4447,68,Contacto,M,5,35
4448,68,Contacto,M,9,36
4449,68,Contacto,M,2,37
4450,68,Contacto,M,1,38
4451,68,Creacion de usuario,F,3,35
4452,68,Creacion de usuario,F,8,36
4453,68,Creacion de usuario,F,1,37
4454,68,Creacion de usuario,M,7,35
4455,68,Creacion de usuario,M,7,36
4456,68,Creacion de usuario,M,7,37
4457,68,Pagos,F,54,35
4458,68,Pagos,F,51,36
4459,68,Pagos,F,53,37
4460,68,Pagos,F,12,38
4461,68,Pagos,M,57,35
4462,68,Pagos,M,68,36
4463,68,Pagos,M,43,37
4464,68,Pagos,M,6,38
4465,68,Pasos,F,199,35
4466,68,Pasos,F,210,36
4467,68,Pasos,F,198,37
4468,68,Pasos,F,50,38
4469,68,Pasos,M,151,35
4470,68,Pasos,M,176,36
4471,68,Pasos,M,152,37
4472,68,Pasos,M,28,38
4473,68,Permisos,F,9,35
4474,68,Permisos,F,5,36
4475,68,Permisos,F,5,37
4476,68,Permisos,M,9,35
4477,68,Permisos,M,5,36
4478,68,Permisos,M,7,37
4479,68,Permisos,M,1,38
4480,68,Retiro,F,47,35
4481,68,Retiro,F,61,36
4482,68,Retiro,F,40,37
4483,68,Retiro,F,7,38
4484,68,Retiro,M,35,35
4485,68,Retiro,M,47,36
4486,68,Retiro,M,35,37
4487,68,Retiro,M,5,38
4488,68,Servicios,F,36,35
4489,68,Servicios,F,49,36
4490,68,Servicios,F,41,37
4491,68,Servicios,F,13,38
4492,68,Servicios,M,49,35
4493,68,Servicios,M,60,36
4494,68,Servicios,M,59,37
4495,68,Servicios,M,13,38
4496,68,Transferencias,F,562,35
4497,68,Transferencias,F,603,36
4498,68,Transferencias,F,492,37
4499,68,Transferencias,F,110,38
4500,68,Transferencias,M,480,35
4501,68,Transferencias,M,490,36
4502,68,Transferencias,M,374,37
4503,68,Transferencias,M,67,38
4504,69,Administracion,F,2077,35
4505,69,Administracion,F,2254,36
4506,69,Administracion,F,1835,37
4507,69,Administracion,F,511,38
4508,69,Administracion,M,2127,35
4509,69,Administracion,M,2272,36
4510,69,Administracion,M,1885,37
4511,69,Administracion,M,517,38
4512,69,Consulta,F,3195,35
4513,69,Consulta,F,3630,36
4514,69,Consulta,F,2888,37
4515,69,Consulta,F,754,38
4516,69,Consulta,M,3182,35
4517,69,Consulta,M,3399,36
4518,69,Consulta,M,2811,37
4519,69,Consulta,M,695,38
4520,69,Contacto,F,1,35
4521,69,Contacto,F,4,36
4522,69,Contacto,F,5,37
4523,69,Contacto,F,3,38
4524,69,Contacto,M,1,35
4525,69,Contacto,M,4,36
4526,69,Contacto,M,5,37
4527,69,Creacion de usuario,F,3,35
4528,69,Creacion de usuario,F,6,36
4529,69,Creacion de usuario,F,5,37
4530,69,Creacion de usuario,M,6,35
4531,69,Creacion de usuario,M,6,36
4532,69,Creacion de usuario,M,8,37
4533,69,Pagos,F,45,35
4534,69,Pagos,F,59,36
4535,69,Pagos,F,45,37
4536,69,Pagos,F,13,38
4537,69,Pagos,M,43,35
4538,69,Pagos,M,48,36
4539,69,Pagos,M,48,37
4540,69,Pagos,M,11,38
4541,69,Pasos,F,162,35
4542,69,Pasos,F,188,36
4543,69,Pasos,F,168,37
4544,69,Pasos,F,37,38
4545,69,Pasos,M,132,35
4546,69,Pasos,M,151,36
4547,69,Pasos,M,132,37
4548,69,Pasos,M,29,38
4549,69,Permisos,F,5,35
4550,69,Permisos,F,6,36
4551,69,Permisos,F,5,37
4552,69,Permisos,M,8,35
4553,69,Permisos,M,4,36
4554,69,Permisos,M,9,37
4555,69,Retiro,F,38,35
4556,69,Retiro,F,39,36
4557,69,Retiro,F,42,37
4558,69,Retiro,F,10,38
4559,69,Retiro,M,35,35
4560,69,Retiro,M,39,36
4561,69,Retiro,M,33,37
4562,69,Retiro,M,3,38
4563,69,Servicios,F,31,35
4564,69,Servicios,F,53,36
4565,69,Servicios,F,46,37
4566,69,Servicios,F,17,38
4567,69,Servicios,M,48,35
4568,69,Servicios,M,62,36
4569,69,Servicios,M,52,37
4570,69,Servicios,M,3,38
4571,69,Transferencias,F,493,35
4572,69,Transferencias,F,611,36
4573,69,Transferencias,F,443,37
4574,69,Transferencias,F,80,38
4575,69,Transferencias,M,443,35
4576,69,Transferencias,M,456,36
4577,69,Transferencias,M,346,37
4578,69,Transferencias,M,51,38
4579,70,Administracion,F,1809,35
4580,70,Administracion,F,1914,36
4581,70,Administracion,F,1608,37
4582,70,Administracion,F,452,38
4583,70,Administracion,M,1706,35
4584,70,Administracion,M,1807,36
4585,70,Administracion,M,1463,37
4586,70,Administracion,M,451,38
4587,70,Consulta,F,2805,35
4588,70,Consulta,F,3061,36
4589,70,Consulta,F,2497,37
4590,70,Consulta,F,658,38
4591,70,Consulta,M,2572,35
4592,70,Consulta,M,2778,36
4593,70,Consulta,M,2215,37
4594,70,Consulta,M,609,38
4595,70,Contacto,F,1,35
4596,70,Contacto,F,4,36
4597,70,Contacto,F,1,37
4598,70,Contacto,M,3,35
4599,70,Contacto,M,5,36
4600,70,Contacto,M,1,37
4601,70,Creacion de usuario,F,4,35
