,EDAD,CLUSTER,SEXO,COUNT,SEMANA
2109,38,Servicios,F,1382,35
2110,38,Servicios,F,2001,36
2111,38,Servicios,F,2277,37
2112,38,Servicios,F,616,38
2113,38,Servicios,M,1387,35
2114,38,Servicios,M,2010,36
2115,38,Servicios,M,2259,37
2116,38,Servicios,M,553,38
2117,38,Transferencias,F,5776,35
2118,38,Transferencias,F,6808,36
2119,38,Transferencias,F,8405,37
2120,38,Transferencias,F,1727,38
2121,38,Transferencias,M,5253,35
2122,38,Transferencias,M,6247,36
2123,38,Transferencias,M,7622,37
2124,38,Transferencias,M,1393,38
2125,39,Administracion,F,16712,35
2126,39,Administracion,F,19140,36
2127,39,Administracion,F,21544,37
2128,39,Administracion,F,7132,38
2129,39,Administracion,M,18191,35
2130,39,Administracion,M,21039,36
2131,39,Administracion,M,23510,37
2132,39,Administracion,M,7331,38
2133,39,Consulta,F,29796,35
2134,39,Consulta,F,34086,36
2135,39,Consulta,F,39075,37
2136,39,Consulta,F,11935,38
2137,39,Consulta,M,30987,35
2138,39,Consulta,M,36151,36
2139,39,Consulta,M,41011,37
2140,39,Consulta,M,11792,38
2141,39,Contacto,F,33,35
2142,39,Contacto,F,66,36
2143,39,Contacto,F,63,37
2144,39,Contacto,F,14,38
2145,39,Contacto,M,49,35
2146,39,Contacto,M,73,36
2147,39,Contacto,M,61,37
2148,39,Contacto,M,17,38
2149,39,Creacion de usuario,F,45,35
2150,39,Creacion de usuario,F,78,36
2151,39,Creacion de usuario,F,103,37
2152,39,Creacion de usuario,F,19,38
2153,39,Creacion de usuario,M,74,35
2154,39,Creacion de usuario,M,153,36
2155,39,Creacion de usuario,M,136,37
2156,39,Creacion de usuario,M,28,38
2157,39,Pagos,F,527,35
2158,39,Pagos,F,617,36
2159,39,Pagos,F,889,37
2160,39,Pagos,F,155,38
2161,39,Pagos,M,531,35
2162,39,Pagos,M,673,36
2163,39,Pagos,M,950,37
2164,39,Pagos,M,165,38
2165,39,Pasos,F,2734,35
2166,39,Pasos,F,2952,36
2167,39,Pasos,F,3636,37
2168,39,Pasos,F,872,38
2169,39,Pasos,M,2100,35
2170,39,Pasos,M,2471,36
2171,39,Pasos,M,2973,37
2172,39,Pasos,M,647,38
2173,39,Permisos,F,44,35
2174,39,Permisos,F,61,36
2175,39,Permisos,F,74,37
2176,39,Permisos,F,10,38
2177,39,Permisos,M,66,35
2178,39,Permisos,M,103,36
2179,39,Permisos,M,105,37
2180,39,Permisos,M,5,38
2181,39,Retiro,F,454,35
2182,39,Retiro,F,580,36
2183,39,Retiro,F,672,37
2184,39,Retiro,F,131,38
2185,39,Retiro,M,601,35
2186,39,Retiro,M,775,36
2187,39,Retiro,M,897,37
2188,39,Retiro,M,169,38
2189,39,Servicios,F,1307,35
2190,39,Servicios,F,1909,36
2191,39,Servicios,F,2180,37
2192,39,Servicios,F,571,38
2193,39,Servicios,M,1364,35
2194,39,Servicios,M,1969,36
2195,39,Servicios,M,2200,37
2196,39,Servicios,M,569,38
2197,39,Transferencias,F,5675,35
2198,39,Transferencias,F,6411,36
2199,39,Transferencias,F,8174,37
2200,39,Transferencias,F,1595,38
2201,39,Transferencias,M,5069,35
2202,39,Transferencias,M,6048,36
2203,39,Transferencias,M,7312,37
2204,39,Transferencias,M,1323,38
2205,40,Administracion,F,16279,35
2206,40,Administracion,F,18524,36
2207,40,Administracion,F,20793,37
2208,40,Administracion,F,6725,38
2209,40,Administracion,M,17678,35
2210,40,Administracion,M,20631,36
2211,40,Administracion,M,23064,37
2212,40,Administracion,M,7316,38
2213,40,Consulta,F,28814,35
2214,40,Consulta,F,32985,36
2215,40,Consulta,F,37475,37
2216,40,Consulta,F,11244,38
2217,40,Consulta,M,30066,35
2218,40,Consulta,M,35393,36
2219,40,Consulta,M,39858,37
2220,40,Consulta,M,11588,38
2221,40,Contacto,F,40,35
2222,40,Contacto,F,80,36
2223,40,Contacto,F,57,37
2224,40,Contacto,F,14,38
2225,40,Contacto,M,50,35
2226,40,Contacto,M,83,36
2227,40,Contacto,M,83,37
2228,40,Contacto,M,13,38
2229,40,Creacion de usuario,F,41,35
2230,40,Creacion de usuario,F,88,36
2231,40,Creacion de usuario,F,95,37
2232,40,Creacion de usuario,F,18,38
2233,40,Creacion de usuario,M,66,35
2234,40,Creacion de usuario,M,124,36
2235,40,Creacion de usuario,M,132,37
2236,40,Creacion de usuario,M,21,38
2237,40,Pagos,F,470,35
2238,40,Pagos,F,597,36
2239,40,Pagos,F,864,37
2240,40,Pagos,F,143,38
2241,40,Pagos,M,510,35
2242,40,Pagos,M,702,36
2243,40,Pagos,M,911,37
2244,40,Pagos,M,161,38
2245,40,Pasos,F,2578,35
2246,40,Pasos,F,2879,36
2247,40,Pasos,F,3525,37
2248,40,Pasos,F,862,38
2249,40,Pasos,M,2015,35
2250,40,Pasos,M,2406,36
2251,40,Pasos,M,2787,37
2252,40,Pasos,M,594,38
2253,40,Permisos,F,62,35
2254,40,Permisos,F,69,36
2255,40,Permisos,F,83,37
2256,40,Permisos,F,8,38
2257,40,Permisos,M,75,35
2258,40,Permisos,M,100,36
2259,40,Permisos,M,97,37
2260,40,Permisos,M,9,38
2261,40,Retiro,F,412,35
2262,40,Retiro,F,559,36
2263,40,Retiro,F,634,37
2264,40,Retiro,F,109,38
2265,40,Retiro,M,494,35
2266,40,Retiro,M,686,36
2267,40,Retiro,M,759,37
2268,40,Retiro,M,141,38
2269,40,Servicios,F,1268,35
2270,40,Servicios,F,1840,36
2271,40,Servicios,F,2117,37
2272,40,Servicios,F,520,38
2273,40,Servicios,M,1277,35
2274,40,Servicios,M,1828,36
2275,40,Servicios,M,2039,37
2276,40,Servicios,M,579,38
2277,40,Transferencias,F,5456,35
2278,40,Transferencias,F,6275,36
2279,40,Transferencias,F,7934,37
2280,40,Transferencias,F,1529,38
2281,40,Transferencias,M,4866,35
2282,40,Transferencias,M,5742,36
2283,40,Transferencias,M,7028,37
2284,40,Transferencias,M,1202,38
2285,41,Administracion,F,15453,35
2286,41,Administracion,F,17660,36
2287,41,Administracion,F,19816,37
2288,41,Administracion,F,6374,38
2289,41,Administracion,M,16435,35
2290,41,Administracion,M,19152,36
2291,41,Administracion,M,21456,37
2292,41,Administracion,M,6849,38
2293,41,Consulta,F,27226,35
2294,41,Consulta,F,31296,36
2295,41,Consulta,F,35733,37
2296,41,Consulta,F,10677,38
2297,41,Consulta,M,27873,35
2298,41,Consulta,M,32825,36
2299,41,Consulta,M,37154,37
2300,41,Consulta,M,10901,38
2301,41,Contacto,F,35,35
2302,41,Contacto,F,74,36
2303,41,Contacto,F,59,37
2304,41,Contacto,F,8,38
2305,41,Contacto,M,43,35
2306,41,Contacto,M,74,36
2307,41,Contacto,M,74,37
2308,41,Contacto,M,24,38
2309,41,Creacion de usuario,F,54,35
2310,41,Creacion de usuario,F,74,36
2311,41,Creacion de usuario,F,83,37
2312,41,Creacion de usuario,F,9,38
2313,41,Creacion de usuario,M,65,35
2314,41,Creacion de usuario,M,122,36
2315,41,Creacion de usuario,M,132,37
2316,41,Creacion de usuario,M,18,38
2317,41,Pagos,F,496,35
2318,41,Pagos,F,551,36
2319,41,Pagos,F,823,37
2320,41,Pagos,F,122,38
2321,41,Pagos,M,477,35
2322,41,Pagos,M,654,36
2323,41,Pagos,M,895,37
2324,41,Pagos,M,124,38
2325,41,Pasos,F,2426,35
2326,41,Pasos,F,2734,36
2327,41,Pasos,F,3267,37
2328,41,Pasos,F,808,38
2329,41,Pasos,M,1821,35
2330,41,Pasos,M,2250,36
2331,41,Pasos,M,2585,37
2332,41,Pasos,M,537,38
2333,41,Permisos,F,51,35
2334,41,Permisos,F,60,36
2335,41,Permisos,F,52,37
2336,41,Permisos,F,8,38
2337,41,Permisos,M,62,35
2338,41,Permisos,M,72,36
2339,41,Permisos,M,91,37
2340,41,Permisos,M,8,38
2341,41,Retiro,F,345,35
2342,41,Retiro,F,471,36
2343,41,Retiro,F,565,37
2344,41,Retiro,F,113,38
2345,41,Retiro,M,460,35
2346,41,Retiro,M,617,36
2347,41,Retiro,M,743,37
2348,41,Retiro,M,141,38
2349,41,Servicios,F,1161,35
2350,41,Servicios,F,1753,36
2351,41,Servicios,F,1990,37
2352,41,Servicios,F,508,38
2353,41,Servicios,M,1267,35
2354,41,Servicios,M,1788,36
2355,41,Servicios,M,2006,37
2356,41,Servicios,M,552,38
2357,41,Transferencias,F,5111,35
2358,41,Transferencias,F,5921,36
2359,41,Transferencias,F,7413,37
2360,41,Transferencias,F,1459,38
2361,41,Transferencias,M,4447,35
2362,41,Transferencias,M,5309,36
2363,41,Transferencias,M,6380,37
2364,41,Transferencias,M,1129,38
2365,42,Administracion,F,15310,35
2366,42,Administracion,F,17529,36
2367,42,Administracion,F,19707,37
2368,42,Administracion,F,6397,38
2369,42,Administracion,M,16164,35
2370,42,Administracion,M,18809,36
2371,42,Administracion,M,20981,37
2372,42,Administracion,M,6575,38
2373,42,Consulta,F,27038,35
2374,42,Consulta,F,30994,36
2375,42,Consulta,F,35328,37
2376,42,Consulta,F,10671,38
2377,42,Consulta,M,27292,35
2378,42,Consulta,M,32054,36
2379,42,Consulta,M,36119,37
2380,42,Consulta,M,10479,38
2381,42,Contacto,F,36,35
2382,42,Contacto,F,62,36
2383,42,Contacto,F,71,37
2384,42,Contacto,F,16,38
2385,42,Contacto,M,49,35
2386,42,Contacto,M,78,36
2387,42,Contacto,M,62,37
2388,42,Contacto,M,25,38
2389,42,Creacion de usuario,F,49,35
2390,42,Creacion de usuario,F,82,36
2391,42,Creacion de usuario,F,91,37
2392,42,Creacion de usuario,F,16,38
2393,42,Creacion de usuario,M,65,35
2394,42,Creacion de usuario,M,109,36
2395,42,Creacion de usuario,M,112,37
2396,42,Creacion de usuario,M,15,38
2397,42,Pagos,F,498,35
2398,42,Pagos,F,551,36
2399,42,Pagos,F,854,37
2400,42,Pagos,F,118,38
2401,42,Pagos,M,469,35
2402,42,Pagos,M,613,36
2403,42,Pagos,M,825,37
2404,42,Pagos,M,130,38
2405,42,Pasos,F,2293,35
2406,42,Pasos,F,2623,36
2407,42,Pasos,F,3162,37
2408,42,Pasos,F,760,38
2409,42,Pasos,M,1779,35
2410,42,Pasos,M,2183,36
2411,42,Pasos,M,2542,37
2412,42,Pasos,M,569,38
2413,42,Permisos,F,53,35
2414,42,Permisos,F,70,36
2415,42,Permisos,F,70,37
2416,42,Permisos,F,9,38
2417,42,Permisos,M,63,35
2418,42,Permisos,M,84,36
2419,42,Permisos,M,88,37
2420,42,Permisos,M,9,38
2421,42,Retiro,F,301,35
2422,42,Retiro,F,457,36
2423,42,Retiro,F,508,37
2424,42,Retiro,F,117,38
2425,42,Retiro,M,491,35
2426,42,Retiro,M,614,36
2427,42,Retiro,M,673,37
2428,42,Retiro,M,134,38
2429,42,Servicios,F,1171,35
2430,42,Servicios,F,1708,36
2431,42,Servicios,F,1945,37
2432,42,Servicios,F,538,38
2433,42,Servicios,M,1180,35
2434,42,Servicios,M,1603,36
2435,42,Servicios,M,1832,37
2436,42,Servicios,M,506,38
2437,42,Transferencias,F,4950,35
2438,42,Transferencias,F,5721,36
2439,42,Transferencias,F,7200,37
2440,42,Transferencias,F,1385,38
2441,42,Transferencias,M,4337,35
2442,42,Transferencias,M,5182,36
2443,42,Transferencias,M,6241,37
2444,42,Transferencias,M,1123,38
2445,43,Administracion,F,14543,35
2446,43,Administracion,F,16665,36
2447,43,Administracion,F,18879,37
2448,43,Administracion,F,6110,38
2449,43,Administracion,M,15337,35
2450,43,Administracion,M,18037,36
2451,43,Administracion,M,20103,37
2452,43,Administracion,M,6262,38
2453,43,Consulta,F,25496,35
2454,43,Consulta,F,29393,36
2455,43,Consulta,F,33530,37
2456,43,Consulta,F,10120,38
2457,43,Consulta,M,25695,35
2458,43,Consulta,M,30550,36
2459,43,Consulta,M,34348,37
2460,43,Consulta,M,10007,38
2461,43,Contacto,F,33,35
2462,43,Contacto,F,76,36
2463,43,Contacto,F,55,37
2464,43,Contacto,F,14,38
2465,43,Contacto,M,49,35
2466,43,Contacto,M,89,36
2467,43,Contacto,M,70,37
2468,43,Contacto,M,13,38
2469,43,Creacion de usuario,F,38,35
2470,43,Creacion de usuario,F,85,36
2471,43,Creacion de usuario,F,75,37
2472,43,Creacion de usuario,F,9,38
2473,43,Creacion de usuario,M,61,35
2474,43,Creacion de usuario,M,100,36
2475,43,Creacion de usuario,M,96,37
2476,43,Creacion de usuario,M,13,38
2477,43,Pagos,F,424,35
2478,43,Pagos,F,504,36
2479,43,Pagos,F,736,37
2480,43,Pagos,F,144,38
2481,43,Pagos,M,446,35
2482,43,Pagos,M,558,36
2483,43,Pagos,M,746,37
2484,43,Pagos,M,132,38
2485,43,Pasos,F,2129,35
2486,43,Pasos,F,2443,36
2487,43,Pasos,F,2967,37
2488,43,Pasos,F,715,38
2489,43,Pasos,M,1663,35
2490,43,Pasos,M,2008,36
2491,43,Pasos,M,2344,37
2492,43,Pasos,M,516,38
2493,43,Permisos,F,55,35
2494,43,Permisos,F,71,36
2495,43,Permisos,F,58,37
2496,43,Permisos,F,9,38
2497,43,Permisos,M,61,35
2498,43,Permisos,M,86,36
2499,43,Permisos,M,91,37
2500,43,Permisos,M,5,38
2501,43,Retiro,F,292,35
2502,43,Retiro,F,400,36
2503,43,Retiro,F,479,37
2504,43,Retiro,F,84,38
2505,43,Retiro,M,424,35
2506,43,Retiro,M,540,36
2507,43,Retiro,M,622,37
2508,43,Retiro,M,137,38
2509,43,Servicios,F,1031,35
2510,43,Servicios,F,1612,36
2511,43,Servicios,F,1774,37
2512,43,Servicios,F,503,38
2513,43,Servicios,M,1055,35
2514,43,Servicios,M,1582,36
2515,43,Servicios,M,1777,37
2516,43,Servicios,M,441,38
2517,43,Transferencias,F,4748,35
2518,43,Transferencias,F,5370,36
2519,43,Transferencias,F,6774,37
2520,43,Transferencias,F,1302,38
2521,43,Transferencias,M,3967,35
2522,43,Transferencias,M,4778,36
2523,43,Transferencias,M,5744,37
2524,43,Transferencias,M,1100,38
2525,44,Administracion,F,14150,35
2526,44,Administracion,F,16199,36
2527,44,Administracion,F,18232,37
2528,44,Administracion,F,5931,38
2529,44,Administracion,M,14772,35
2530,44,Administracion,M,17306,36
2531,44,Administracion,M,19520,37
2532,44,Administracion,M,5889,38
2533,44,Consulta,F,24753,35
2534,44,Consulta,F,28535,36
2535,44,Consulta,F,32466,37
2536,44,Consulta,F,9731,38
2537,44,Consulta,M,24566,35
2538,44,Consulta,M,29182,36
2539,44,Consulta,M,33065,37
2540,44,Consulta,M,9280,38
2541,44,Contacto,F,33,35
2542,44,Contacto,F,64,36
2543,44,Contacto,F,43,37
2544,44,Contacto,F,14,38
2545,44,Contacto,M,30,35
2546,44,Contacto,M,75,36
2547,44,Contacto,M,74,37
2548,44,Contacto,M,10,38
2549,44,Creacion de usuario,F,50,35
2550,44,Creacion de usuario,F,67,36
2551,44,Creacion de usuario,F,80,37
2552,44,Creacion de usuario,F,13,38
2553,44,Creacion de usuario,M,60,35
2554,44,Creacion de usuario,M,98,36
2555,44,Creacion de usuario,M,102,37
2556,44,Creacion de usuario,M,13,38
2557,44,Pagos,F,426,35
2558,44,Pagos,F,475,36
2559,44,Pagos,F,745,37
2560,44,Pagos,F,110,38
2561,44,Pagos,M,454,35
2562,44,Pagos,M,602,36
2563,44,Pagos,M,766,37
2564,44,Pagos,M,93,38
2565,44,Pasos,F,2095,35
2566,44,Pasos,F,2421,36
2567,44,Pasos,F,2890,37
2568,44,Pasos,F,670,38
2569,44,Pasos,M,1552,35
2570,44,Pasos,M,1951,36
2571,44,Pasos,M,2177,37
2572,44,Pasos,M,443,38
2573,44,Permisos,F,59,35
2574,44,Permisos,F,50,36
2575,44,Permisos,F,51,37
2576,44,Permisos,F,9,38
2577,44,Permisos,M,66,35
2578,44,Permisos,M,81,36
2579,44,Permisos,M,81,37
2580,44,Permisos,M,5,38
2581,44,Retiro,F,323,35
2582,44,Retiro,F,392,36
2583,44,Retiro,F,434,37
2584,44,Retiro,F,84,38
2585,44,Retiro,M,344,35
2586,44,Retiro,M,472,36
2587,44,Retiro,M,555,37
2588,44,Retiro,M,99,38
2589,44,Servicios,F,1022,35
2590,44,Servicios,F,1546,36
2591,44,Servicios,F,1743,37
2592,44,Servicios,F,480,38
2593,44,Servicios,M,988,35
2594,44,Servicios,M,1472,36
2595,44,Servicios,M,1660,37
2596,44,Servicios,M,452,38
2597,44,Transferencias,F,4472,35
2598,44,Transferencias,F,5261,36
2599,44,Transferencias,F,6578,37
2600,44,Transferencias,F,1214,38
2601,44,Transferencias,M,3706,35
2602,44,Transferencias,M,4583,36
2603,44,Transferencias,M,5462,37
2604,44,Transferencias,M,972,38
2605,45,Administracion,F,13789,35
2606,45,Administracion,F,15922,36
2607,45,Administracion,F,17852,37
2608,45,Administracion,F,5787,38
2609,45,Administracion,M,13828,35
2610,45,Administracion,M,16035,36
2611,45,Administracion,M,18166,37
2612,45,Administracion,M,5653,38
2613,45,Consulta,F,23927,35
2614,45,Consulta,F,27840,36
2615,45,Consulta,F,31612,37
2616,45,Consulta,F,9553,38
2617,45,Consulta,M,22985,35
2618,45,Consulta,M,26762,36
2619,45,Consulta,M,30681,37
2620,45,Consulta,M,8914,38
2621,45,Contacto,F,36,35
2622,45,Contacto,F,49,36
2623,45,Contacto,F,41,37
2624,45,Contacto,F,11,38
2625,45,Contacto,M,27,35
2626,45,Contacto,M,68,36
2627,45,Contacto,M,70,37
2628,45,Contacto,M,9,38
2629,45,Creacion de usuario,F,43,35
2630,45,Creacion de usuario,F,74,36
2631,45,Creacion de usuario,F,64,37
2632,45,Creacion de usuario,F,8,38
2633,45,Creacion de usuario,M,57,35
2634,45,Creacion de usuario,M,84,36
2635,45,Creacion de usuario,M,102,37
2636,45,Creacion de usuario,M,12,38
2637,45,Pagos,F,408,35
2638,45,Pagos,F,514,36
2639,45,Pagos,F,659,37
2640,45,Pagos,F,114,38
2641,45,Pagos,M,360,35
2642,45,Pagos,M,493,36
2643,45,Pagos,M,707,37
2644,45,Pagos,M,98,38
2645,45,Pasos,F,2036,35
2646,45,Pasos,F,2394,36
2647,45,Pasos,F,2831,37
2648,45,Pasos,F,715,38
2649,45,Pasos,M,1450,35
2650,45,Pasos,M,1754,36
2651,45,Pasos,M,2099,37
2652,45,Pasos,M,455,38
2653,45,Permisos,F,51,35
2654,45,Permisos,F,68,36
2655,45,Permisos,F,56,37
2656,45,Permisos,F,4,38
2657,45,Permisos,M,70,35
2658,45,Permisos,M,73,36
2659,45,Permisos,M,70,37
2660,45,Permisos,M,5,38
2661,45,Retiro,F,275,35
2662,45,Retiro,F,384,36
2663,45,Retiro,F,418,37
2664,45,Retiro,F,92,38
2665,45,Retiro,M,357,35
2666,45,Retiro,M,434,36
2667,45,Retiro,M,507,37
2668,45,Retiro,M,100,38
2669,45,Servicios,F,939,35
2670,45,Servicios,F,1385,36
2671,45,Servicios,F,1585,37
2672,45,Servicios,F,434,38
2673,45,Servicios,M,934,35
2674,45,Servicios,M,1328,36
2675,45,Servicios,M,1474,37
2676,45,Servicios,M,377,38
2677,45,Transferencias,F,4343,35
2678,45,Transferencias,F,5093,36
2679,45,Transferencias,F,6372,37
2680,45,Transferencias,F,1238,38
2681,45,Transferencias,M,3424,35
2682,45,Transferencias,M,4108,36
2683,45,Transferencias,M,5108,37
2684,45,Transferencias,M,974,38
2685,46,Administracion,F,13237,35
2686,46,Administracion,F,14966,36
2687,46,Administracion,F,16943,37
2688,46,Administracion,F,5522,38
2689,46,Administracion,M,13331,35
2690,46,Administracion,M,15432,36
2691,46,Administracion,M,17347,37
2692,46,Administracion,M,5180,38
2693,46,Consulta,F,23047,35
2694,46,Consulta,F,26324,36
2695,46,Consulta,F,29815,37
2696,46,Consulta,F,8999,38
2697,46,Consulta,M,22121,35
2698,46,Consulta,M,25972,36
2699,46,Consulta,M,29407,37
2700,46,Consulta,M,8176,38
2701,46,Contacto,F,39,35
2702,46,Contacto,F,52,36
2703,46,Contacto,F,50,37
2704,46,Contacto,F,8,38
2705,46,Contacto,M,36,35
2706,46,Contacto,M,59,36
2707,46,Contacto,M,61,37
2708,46,Contacto,M,8,38
2709,46,Creacion de usuario,F,30,35
2710,46,Creacion de usuario,F,69,36
2711,46,Creacion de usuario,F,61,37
2712,46,Creacion de usuario,F,13,38
2713,46,Creacion de usuario,M,45,35
2714,46,Creacion de usuario,M,80,36
2715,46,Creacion de usuario,M,90,37
2716,46,Creacion de usuario,M,19,38
2717,46,Pagos,F,374,35
2718,46,Pagos,F,499,36
2719,46,Pagos,F,618,37
2720,46,Pagos,F,120,38
2721,46,Pagos,M,395,35
2722,46,Pagos,M,507,36
2723,46,Pagos,M,656,37
2724,46,Pagos,M,108,38
2725,46,Pasos,F,1916,35
2726,46,Pasos,F,2176,36
2727,46,Pasos,F,2609,37
2728,46,Pasos,F,640,38
2729,46,Pasos,M,1392,35
2730,46,Pasos,M,1715,36
2731,46,Pasos,M,1997,37
2732,46,Pasos,M,430,38
2733,46,Permisos,F,58,35
2734,46,Permisos,F,64,36
2735,46,Permisos,F,55,37
2736,46,Permisos,F,8,38
2737,46,Permisos,M,79,35
2738,46,Permisos,M,92,36
2739,46,Permisos,M,76,37
2740,46,Permisos,M,2,38
2741,46,Retiro,F,248,35
2742,46,Retiro,F,318,36
2743,46,Retiro,F,399,37
2744,46,Retiro,F,85,38
2745,46,Retiro,M,342,35
2746,46,Retiro,M,458,36
2747,46,Retiro,M,498,37
2748,46,Retiro,M,102,38
2749,46,Servicios,F,918,35
2750,46,Servicios,F,1316,36
2751,46,Servicios,F,1441,37
2752,46,Servicios,F,405,38
2753,46,Servicios,M,890,35
2754,46,Servicios,M,1282,36
2755,46,Servicios,M,1473,37
2756,46,Servicios,M,355,38
2757,46,Transferencias,F,4171,35
2758,46,Transferencias,F,4740,36
2759,46,Transferencias,F,5901,37
2760,46,Transferencias,F,1128,38
2761,46,Transferencias,M,3272,35
2762,46,Transferencias,M,3972,36
2763,46,Transferencias,M,4846,37
2764,46,Transferencias,M,848,38
2765,47,Administracion,F,12850,35
2766,47,Administracion,F,14502,36
2767,47,Administracion,F,16460,37
2768,47,Administracion,F,5300,38
2769,47,Administracion,M,12311,35
2770,47,Administracion,M,14386,36
2771,47,Administracion,M,16047,37
2772,47,Administracion,M,4857,38
2773,47,Consulta,F,22280,35
2774,47,Consulta,F,25212,36
2775,47,Consulta,F,29012,37
2776,47,Consulta,F,8702,38
2777,47,Consulta,M,20295,35
2778,47,Consulta,M,23958,36
2779,47,Consulta,M,27001,37
2780,47,Consulta,M,7490,38
2781,47,Contacto,F,41,35
2782,47,Contacto,F,64,36
2783,47,Contacto,F,45,37
2784,47,Contacto,F,12,38
2785,47,Contacto,M,48,35
2786,47,Contacto,M,80,36
2787,47,Contacto,M,50,37
2788,47,Contacto,M,11,38
2789,47,Creacion de usuario,F,28,35
2790,47,Creacion de usuario,F,54,36
2791,47,Creacion de usuario,F,65,37
2792,47,Creacion de usuario,F,11,38
2793,47,Creacion de usuario,M,55,35
2794,47,Creacion de usuario,M,69,36
2795,47,Creacion de usuario,M,80,37
2796,47,Creacion de usuario,M,16,38
2797,47,Pagos,F,384,35
2798,47,Pagos,F,446,36
2799,47,Pagos,F,645,37
2800,47,Pagos,F,106,38
2801,47,Pagos,M,353,35
2802,47,Pagos,M,448,36
2803,47,Pagos,M,616,37
2804,47,Pagos,M,81,38
2805,47,Pasos,F,1862,35
2806,47,Pasos,F,2066,36
2807,47,Pasos,F,2559,37
2808,47,Pasos,F,638,38
2809,47,Pasos,M,1289,35
2810,47,Pasos,M,1580,36
2811,47,Pasos,M,1821,37
2812,47,Pasos,M,395,38
2813,47,Permisos,F,51,35
2814,47,Permisos,F,55,36
2815,47,Permisos,F,67,37
2816,47,Permisos,F,3,38
2817,47,Permisos,M,56,35
2818,47,Permisos,M,62,36
2819,47,Permisos,M,74,37
2820,47,Permisos,M,7,38
2821,47,Retiro,F,243,35
2822,47,Retiro,F,317,36
2823,47,Retiro,F,352,37
2824,47,Retiro,F,66,38
2825,47,Retiro,M,302,35
2826,47,Retiro,M,399,36
2827,47,Retiro,M,459,37
2828,47,Retiro,M,69,38
2829,47,Servicios,F,848,35
2830,47,Servicios,F,1204,36
2831,47,Servicios,F,1351,37
2832,47,Servicios,F,370,38
2833,47,Servicios,M,719,35
2834,47,Servicios,M,1104,36
2835,47,Servicios,M,1229,37
2836,47,Servicios,M,306,38
2837,47,Transferencias,F,4045,35
2838,47,Transferencias,F,4517,36
2839,47,Transferencias,F,5775,37
2840,47,Transferencias,F,1163,38
2841,47,Transferencias,M,2997,35
2842,47,Transferencias,M,3601,36
2843,47,Transferencias,M,4327,37
2844,47,Transferencias,M,794,38
2845,48,Administracion,F,11888,35
2846,48,Administracion,F,13422,36
2847,48,Administracion,F,15222,37
2848,48,Administracion,F,5003,38
2849,48,Administracion,M,11842,35
2850,48,Administracion,M,13761,36
2851,48,Administracion,M,15492,37
2852,48,Administracion,M,4697,38
2853,48,Consulta,F,20562,35
2854,48,Consulta,F,23309,36
2855,48,Consulta,F,26512,37
2856,48,Consulta,F,8102,38
2857,48,Consulta,M,19413,35
2858,48,Consulta,M,22926,36
2859,48,Consulta,M,25736,37
2860,48,Consulta,M,7259,38
2861,48,Contacto,F,26,35
2862,48,Contacto,F,57,36
2863,48,Contacto,F,38,37
2864,48,Contacto,F,13,38
2865,48,Contacto,M,24,35
2866,48,Contacto,M,67,36
2867,48,Contacto,M,50,37
2868,48,Contacto,M,9,38
2869,48,Creacion de usuario,F,29,35
2870,48,Creacion de usuario,F,54,36
2871,48,Creacion de usuario,F,54,37
2872,48,Creacion de usuario,F,6,38
2873,48,Creacion de usuario,M,43,35
2874,48,Creacion de usuario,M,73,36
2875,48,Creacion de usuario,M,64,37
2876,48,Creacion de usuario,M,7,38
2877,48,Pagos,F,350,35
2878,48,Pagos,F,437,36
2879,48,Pagos,F,590,37
2880,48,Pagos,F,110,38
2881,48,Pagos,M,333,35
2882,48,Pagos,M,430,36
2883,48,Pagos,M,583,37
2884,48,Pagos,M,74,38
2885,48,Pasos,F,1683,35
2886,48,Pasos,F,1919,36
2887,48,Pasos,F,2274,37
2888,48,Pasos,F,561,38
2889,48,Pasos,M,1204,35
2890,48,Pasos,M,1448,36
2891,48,Pasos,M,1648,37
2892,48,Pasos,M,351,38
2893,48,Permisos,F,37,35
2894,48,Permisos,F,40,36
2895,48,Permisos,F,55,37
2896,48,Permisos,F,7,38
2897,48,Permisos,M,57,35
2898,48,Permisos,M,65,36
2899,48,Permisos,M,76,37
2900,48,Permisos,M,4,38
2901,48,Retiro,F,196,35
2902,48,Retiro,F,288,36
2903,48,Retiro,F,303,37
2904,48,Retiro,F,63,38
2905,48,Retiro,M,252,35
2906,48,Retiro,M,319,36
2907,48,Retiro,M,369,37
2908,48,Retiro,M,62,38
2909,48,Servicios,F,734,35
2910,48,Servicios,F,1030,36
2911,48,Servicios,F,1146,37
2912,48,Servicios,F,297,38
2913,48,Servicios,M,770,35
2914,48,Servicios,M,1056,36
2915,48,Servicios,M,1129,37
2916,48,Servicios,M,288,38
2917,48,Transferencias,F,3742,35
2918,48,Transferencias,F,4176,36
2919,48,Transferencias,F,5171,37
2920,48,Transferencias,F,1051,38
2921,48,Transferencias,M,2841,35
2922,48,Transferencias,M,3481,36
2923,48,Transferencias,M,4117,37
2924,48,Transferencias,M,741,38
2925,49,Administracion,F,11467,35
2926,49,Administracion,F,12973,36
2927,49,Administracion,F,14432,37
2928,49,Administracion,F,4572,38
2929,49,Administracion,M,10859,35
2930,49,Administracion,M,12770,36
2931,49,Administracion,M,14208,37
2932,49,Administracion,M,4348,38
